"","Year","Day of Week","Month","Day","Time (ET)","Game Type","Home Team","Away Team","Arena","City","State","Attendance"
"2886","2009","Sunday","July","19","3:00 PM","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT","6517"
"2887","2009","Sunday","July","19","4:00 PM","Regular season","New York Liberty","Atlanta Dream","Madison Square Garden","New York","NY","8560"
"2888","2009","Sunday","July","19","6:00 PM","Regular season","Chicago Sky","San Antonio Silver Stars","UIC Pavilion","Chicago","IL","3282"
"2889","2009","Sunday","July","19","8:00 PM","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA","6912"
"2890","2009","Sunday","July","19","9:00 PM","Regular season","Sacramento Monarchs","Detroit Shock","ARCO Arena","Sacramento","CA","7538"
"2891","2009","Tuesday","July","21","7:00 PM","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC","9798"
"2892","2009","Wednesday","July","22","12:00 PM","Regular season","Detroit Shock","Atlanta Dream","Palace of Auburn Hills","Detroit","MI","14439"
"2893","2009","Wednesday","July","22","8:00 AM","Regular season","Chicago Sky","New York Liberty","UIC Pavilion","Chicago","IL","5881"
"2894","2009","Wednesday","July","22","7:00 PM","Regular season","Connecticut Sun","Sacramento Monarchs","Mohegan Sun Arena","Uncasville","CT","5675"
"2895","2009","Wednesday","July","22","10:00 PM","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA","7154"
"2896","2009","Wednesday","July","22","10:00 PM","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ","7360"
"2897","2009","Thursday","July","23","8:00 AM","Regular season","San Antonio Silver Stars","Indiana Fever","AT&T Center","San Antonio","TX","9985"
"2898","2009","Thursday","July","23","7:00 PM","Regular season","Washington Mystics","Chicago Sky","Verizon Center","Washington","DC","11651"
"2899","2009","Thursday","July","23","3:00 AM","Regular season","New York Liberty","Sacramento Monarchs","Madison Square Garden","New York","NY","8845"
"2900","2009","Saturday","July","25","11:00 AM","All star","Eastern Conference All Stars","Western Conference All Stars","Mohegan Sun Arena","Uncasville","CT","9518"
"2901","2009","Sunday","July","26","4:00 PM","Regular season","New York Liberty","Phoenix Mercury","Madison Square Garden","New York","NY","11211"
"2902","2009","Sunday","July","26","4:00 PM","Regular season","Washington Mystics","Sacramento Monarchs","Verizon Center","Washington","DC","10757"
"2903","2009","Tuesday","July","28","7:00 PM","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN","5904"
"2904","2009","Tuesday","July","28","3:00 AM","Regular season","Connecticut Sun","Phoenix Mercury","Mohegan Sun Arena","Uncasville","CT","7739"
"2905","2009","Tuesday","July","28","8:00 PM","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN","7216"
"2906","2009","Tuesday","July","28","8:00 PM","Regular season","San Antonio Silver Stars","Seattle Storm","AT&T Center","San Antonio","TX","5382"
"2907","2009","Wednesday","July","29","8:00 PM","Regular season","Chicago Sky","Los Angeles Sparks","UIC Pavilion","Chicago","IL","5633"
"2908","2009","Thursday","July","30","10:00 AM","Regular season","Sacramento Monarchs","San Antonio Silver Stars","ARCO Arena","Sacramento","CA","10461"
"2909","2009","Thursday","July","30","7:00 PM","Regular season","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN","6538"
"2910","2009","Thursday","July","30","3:00 AM","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY","10172"
"2911","2009","Thursday","July","30","3:00 AM","Regular season","Atlanta Dream","Phoenix Mercury","Philips Arena","Atlanta","GA","7827"
"2912","2009","Friday","July","31","3:00 AM","Regular season","Detroit Shock","Minnesota Lynx","Palace of Auburn Hills","Detroit","MI","9314"
"2913","2009","Saturday","August","1","7:00 PM","Regular season","Atlanta Dream","New York Liberty","Philips Arena","Atlanta","GA","6103"
"2914","2009","Saturday","August","1","8:00 PM","Regular season","Chicago Sky","Connecticut Sun","UIC Pavilion","Chicago","IL","3071"
"2915","2009","Saturday","August","1","8:00 PM","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN","6631"
"2916","2009","Saturday","August","1","10:00 PM","Regular season","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA","7204"
"2917","2009","Saturday","August","1","10:00 PM","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA","8167"
"2918","2009","Sunday","August","2","4:00 PM","Regular season","Washington Mystics","Indiana Fever","Verizon Center","Washington","DC","11595"
"2919","2009","Sunday","August","2","6:00 PM","Regular season","Detroit Shock","Connecticut Sun","Palace of Auburn Hills","Detroit","MI","7814"
"2920","2009","Tuesday","August","4","3:00 PM","Regular season","Los Angeles Sparks","San Antonio Silver Stars","Staples Center","Los Angeles","CA","13865"
"2921","2009","Tuesday","August","4","3:00 AM","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI","7014"
"2922","2009","Tuesday","August","4","10:00 PM","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA","6728"
"2923","2009","Wednesday","August","5","7:00 PM","Regular season","Indiana Fever","Chicago Sky","Conseco Fieldhouse","Indianapolis","IN","6581"
"2924","2009","Thursday","August","6","8:00 PM","Regular season","San Antonio Silver Stars","Atlanta Dream","AT&T Center","San Antonio","TX","5042"
"2925","2009","Thursday","August","6","6:00 AM","Regular season","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA","9735"
"2926","2009","Friday","August","7","7:00 PM","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC","10637"
"2927","2009","Friday","August","7","8:00 PM","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN","8134"
"2928","2009","Friday","August","7","10:00 PM","Regular season","Sacramento Monarchs","New York Liberty","ARCO Arena","Sacramento","CA","6284"
"2929","2009","Saturday","August","8","7:00 PM","Regular season","Atlanta Dream","Chicago Sky","Philips Arena","Atlanta","GA","5424"
"2930","2009","Saturday","August","8","10:00 PM","Regular season","Seattle Storm","New York Liberty","KeyArena","Seattle","WA","7496"
"2931","2009","Saturday","August","8","10:00 PM","Regular season","Phoenix Mercury","Indiana Fever","US Airways Center","Phoenix","AZ","9867"
"2932","2009","Sunday","August","9","3:00 PM","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT","6528"
"2933","2009","Sunday","August","9","6:00 PM","Regular season","Minnesota Lynx","San Antonio Silver Stars","Target Center","Minneapolis","MN","7764"
"2934","2009","Sunday","August","9","6:00 PM","Regular season","Detroit Shock","Chicago Sky","Palace of Auburn Hills","Detroit","MI","6893"
"2935","2009","Monday","August","10","6:00 AM","Regular season","Los Angeles Sparks","Indiana Fever","Staples Center","Los Angeles","CA","8263"
"2936","2009","Tuesday","August","11","7:00 PM","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC","10398"
"2937","2009","Tuesday","August","11","8:00 PM","Regular season","San Antonio Silver Stars","Sacramento Monarchs","AT&T Center","San Antonio","TX","4961"
"2938","2009","Tuesday","August","11","9:00 PM","Regular season","Los Angeles Sparks","New York Liberty","Staples Center","Los Angeles","CA","9548"
"2939","2009","Thursday","August","13","7:00 PM","Regular season","Connecticut Sun","Seattle Storm","Mohegan Sun Arena","Uncasville","CT","6983"
"2940","2009","Thursday","August","13","3:00 AM","Regular season","Atlanta Dream","Detroit Shock","Philips Arena","Atlanta","GA","5641"
"2941","2009","Thursday","August","13","8:00 PM","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN","7156"
"2942","2009","Thursday","August","13","10:00 PM","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ","6522"
"2943","2009","Friday","August","14","7:00 PM","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC","9738"
"2944","2009","Friday","August","14","3:00 AM","Regular season","New York Liberty","Chicago Sky","Madison Square Garden","New York","NY","9832"
"2945","2009","Friday","August","14","6:00 AM","Regular season","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA","10122"
"2946","2009","Saturday","August","15","7:00 PM","Regular season","Atlanta Dream","Seattle Storm","Philips Arena","Atlanta","GA","8751"
"2947","2009","Saturday","August","15","7:00 PM","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN","9963"
"2948","2009","Saturday","August","15","8:00 PM","Regular season","Chicago Sky","Minnesota Lynx","UIC Pavilion","Chicago","IL","3877"
"2949","2009","Saturday","August","15","8:00 PM","Regular season","San Antonio Silver Stars","Phoenix Mercury","AT&T Center","San Antonio","TX","8933"
"2950","2009","Saturday","August","15","10:00 PM","Regular season","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA","7646"
"2951","2009","Sunday","August","16","4:00 PM","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC","10580"
"2952","2009","Tuesday","August","18","3:00 AM","Regular season","Detroit Shock","Seattle Storm","Palace of Auburn Hills","Detroit","MI","7392"
"2953","2009","Tuesday","August","18","8:00 PM","Regular season","Chicago Sky","Phoenix Mercury","UIC Pavilion","Chicago","IL","3334"
"2954","2009","Tuesday","August","18","6:00 AM","Regular season","Los Angeles Sparks","Washington Mystics","Staples Center","Los Angeles","CA","9287"
"2955","2009","Wednesday","August","19","7:00 PM","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT","6050"
"2956","2009","Wednesday","August","19","6:00 AM","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA","9181"
"2957","2009","Thursday","August","20","3:00 AM","Regular season","Atlanta Dream","San Antonio Silver Stars","Philips Arena","Atlanta","GA","5848"
"2958","2009","Thursday","August","20","10:00 PM","Regular season","Sacramento Monarchs","Indiana Fever","ARCO Arena","Sacramento","CA","6290"
"2959","2009","Friday","August","21","3:00 AM","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY","9355"
"2960","2009","Friday","August","21","8:00 PM","Regular season","San Antonio Silver Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX","9540"
"2961","2009","Friday","August","21","10:00 PM","Regular season","Phoenix Mercury","Washington Mystics","US Airways Center","Phoenix","AZ","9155"
"2962","2009","Saturday","August","22","7:00 PM","Regular season","Connecticut Sun","Minnesota Lynx","Mohegan Sun Arena","Uncasville","CT","7803"
"2963","2009","Saturday","August","22","8:00 PM","Regular season","Chicago Sky","Detroit Shock","UIC Pavilion","Chicago","IL","5167"
"2964","2009","Saturday","August","22","10:00 PM","Regular season","Sacramento Monarchs","Washington Mystics","ARCO Arena","Sacramento","CA","7067"
"2965","2009","Saturday","August","22","10:00 PM","Regular season","Seattle Storm","Indiana Fever","KeyArena","Seattle","WA","8273"
"2966","2009","Sunday","August","23","3:00 PM","Regular season","Atlanta Dream","Los Angeles Sparks","Philips Arena","Atlanta","GA","11304"
"2967","2009","Sunday","August","23","4:00 PM","Regular season","New York Liberty","Minnesota Lynx","Madison Square Garden","New York","NY","8481"
"2968","2009","Sunday","August","23","6:00 PM","Regular season","Detroit Shock","San Antonio Silver Stars","Palace of Auburn Hills","Detroit","MI","7130"
"2969","2009","Tuesday","August","25","7:00 PM","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT","6811"
"2970","2009","Tuesday","August","25","3:00 AM","Regular season","Atlanta Dream","Sacramento Monarchs","Philips Arena","Atlanta","GA","5159"
"2971","2009","Tuesday","August","25","10:00 PM","Regular season","Los Angeles Sparks","Chicago Sky","Staples Center","Los Angeles","CA","9615"
"2972","2009","Tuesday","August","25","10:00 PM","Regular season","Seattle Storm","Washington Mystics","KeyArena","Seattle","WA","6791"
"2973","2009","Thursday","August","27","7:00 PM","Regular season","Indiana Fever","San Antonio Silver Stars","Conseco Fieldhouse","Indianapolis","IN","6836"
"2974","2009","Thursday","August","27","3:00 AM","Regular season","Detroit Shock","Atlanta Dream","Palace of Auburn Hills","Detroit","MI","5695"
"2975","2009","Thursday","August","27","10:00 PM","Regular season","Seattle Storm","Connecticut Sun","KeyArena","Seattle","WA","6588"
"2976","2009","Thursday","August","27","6:00 AM","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA","9586"
"2977","2009","Friday","August","28","8:00 PM","Regular season","Minnesota Lynx","Sacramento Monarchs","Target Center","Minneapolis","MN","8782"
"2978","2009","Friday","August","28","4:00 AM","Regular season","Chicago Sky","New York Liberty","UIC Pavilion","Chicago","IL","3707"
"2979","2009","Saturday","August","29","3:00 PM","Regular season","San Antonio Silver Stars","Detroit Shock","AT&T Center","San Antonio","TX","7735"
"2980","2009","Saturday","August","29","7:00 PM","Regular season","Indiana Fever","Sacramento Monarchs","Conseco Fieldhouse","Indianapolis","IN","8579"
"2981","2009","Saturday","August","29","10:00 PM","Regular season","Seattle Storm","Atlanta Dream","KeyArena","Seattle","WA","9089"
"2982","2009","Saturday","August","29","10:00 PM","Regular season","Phoenix Mercury","Connecticut Sun","US Airways Center","Phoenix","AZ","9977"
"2983","2009","Sunday","August","30","4:00 PM","Regular season","New York Liberty","Chicago Sky","Madison Square Garden","New York","NY","8685"
"2984","2009","Sunday","August","30","4:00 PM","Regular season","Washington Mystics","Minnesota Lynx","Verizon Center","Washington","DC","12241"
"2985","2009","Sunday","August","30","5:00 AM","Regular season","Los Angeles Sparks","Connecticut Sun","Staples Center","Los Angeles","CA","11072"
"2986","2009","Tuesday","September","1","3:00 AM","Regular season","New York Liberty","Seattle Storm","Madison Square Garden","New York","NY","8469"
"2987","2009","Tuesday","September","1","3:00 AM","Regular season","Detroit Shock","Phoenix Mercury","Palace of Auburn Hills","Detroit","MI","5239"
"2988","2009","Tuesday","September","1","8:00 PM","Regular season","San Antonio Silver Stars","Minnesota Lynx","AT&T Center","San Antonio","TX","4881"
"2989","2009","Tuesday","September","1","10:00 PM","Regular season","Sacramento Monarchs","Connecticut Sun","ARCO Arena","Sacramento","CA","6015"
"2990","2009","Tuesday","September","1","6:00 AM","Regular season","Los Angeles Sparks","Atlanta Dream","Staples Center","Los Angeles","CA","8756"
"2991","2009","Wednesday","September","2","7:00 PM","Regular season","Indiana Fever","Phoenix Mercury","Conseco Fieldhouse","Indianapolis","IN","7446"
"2992","2009","Thursday","September","3","7:00 PM","Regular season","Washington Mystics","Seattle Storm","Verizon Center","Washington","DC","10648"
"2993","2009","Friday","September","4","7:00 PM","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT","6685"
"2994","2009","Friday","September","4","3:00 AM","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI","7230"
"2995","2009","Friday","September","4","4:00 AM","Regular season","Chicago Sky","Washington Mystics","UIC Pavilion","Chicago","IL","3241"
"2996","2009","Friday","September","4","10:00 PM","Regular season","Sacramento Monarchs","Atlanta Dream","ARCO Arena","Sacramento","CA","6517"
"2997","2009","Saturday","September","5","8:00 PM","Regular season","Minnesota Lynx","Seattle Storm","Target Center","Minneapolis","MN","8170"
"2998","2009","Saturday","September","5","8:00 PM","Regular season","San Antonio Silver Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX","8631"
"2999","2009","Saturday","September","5","10:00 PM","Regular season","Phoenix Mercury","Atlanta Dream","US Airways Center","Phoenix","AZ","10424"
"3000","2009","Sunday","September","6","4:00 PM","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN","9702"
"3001","2009","Sunday","September","6","6:00 PM","Regular season","Detroit Shock","Chicago Sky","Palace of Auburn Hills","Detroit","MI","6619"
"3002","2009","Tuesday","September","8","3:00 AM","Regular season","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY","7583"
"3003","2009","Tuesday","September","8","6:00 AM","Regular season","Los Angeles Sparks","San Antonio Silver Stars","Staples Center","Los Angeles","CA","10476"
"3004","2009","Wednesday","September","9","8:00 PM","Regular season","Minnesota Lynx","Detroit Shock","Target Center","Minneapolis","MN","7423"
"3005","2009","Thursday","September","10","3:00 AM","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI","8178"
"3006","2009","Thursday","September","10","8:00 PM","Regular season","Chicago Sky","Indiana Fever","UIC Pavilion","Chicago","IL","2902"
"3007","2009","Thursday","September","10","10:00 PM","Regular season","Sacramento Monarchs","San Antonio Silver Stars","ARCO Arena","Sacramento","CA","7566"
"3008","2009","Thursday","September","10","10:00 PM","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA","9089"
"3009","2009","Friday","September","11","7:00 PM","Regular season","Atlanta Dream","Connecticut Sun","Philips Arena","Atlanta","GA","8644"
"3010","2009","Friday","September","11","6:00 AM","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA","13764"
"3011","2009","Saturday","September","12","7:00 PM","Regular season","Washington Mystics","Atlanta Dream","Verizon Center","Washington","DC","11987"
"3012","2009","Saturday","September","12","8:00 PM","Regular season","Chicago Sky","Detroit Shock","UIC Pavilion","Chicago","IL","5334"
"3013","2009","Saturday","September","12","8:00 PM","Regular season","San Antonio Silver Stars","Seattle Storm","AT&T Center","San Antonio","TX","10153"
"3014","2009","Sunday","September","13","3:00 PM","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ","12968"
"3015","2009","Sunday","September","13","3:00 PM","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT","9047"
"3016","2009","Sunday","September","13","4:00 PM","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY","15667"
"3017","2009","Sunday","September","13","9:00 PM","Regular season","Sacramento Monarchs","Minnesota Lynx","ARCO Arena","Sacramento","CA","10212"
"3018","2009","Wednesday","September","16","10:00 PM","Western Conference Semifinals","Los Angeles Sparks","Seattle Storm","Staples Center","Los Angeles","CA","7919"
"3019","2009","Wednesday","September","16","8:00 PM","Eastern Conference Semifinals","Detroit Shock","Atlanta Dream","Palace of Auburn Hills","Detroit","MI","6122"
"3020","2009","Thursday","September","17","9:00 PM","Western Conference Semifinals","San Antonio Silver Stars","Phoenix Mercury","AT&T Center","San Antonio","TX","5721"
"3021","2009","Thursday","September","17","7:00 PM","Eastern Conference Semifinals","Washington Mystics","Indiana Fever","Comcast Center","CollegePark","MD","6332"
"3022","2009","Friday","September","18","10:00 PM","Western Conference Semifinals","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA","8854"
"3023","2009","Friday","September","18","3:00 AM","Eastern Conference Semifinals","Atlanta Dream","Detroit Shock","Gwinnett Center","Duluth","GA","4780"
"3024","2009","Saturday","September","19","10:00 PM","Western Conference Semifinals","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ","7267"
"3025","2009","Saturday","September","19","7:00 PM","Eastern Conference Semifinals","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN","9655"
"3026","2009","Sunday","September","20","5:00 PM","Western Conference Semifinals","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA","8159"
"3027","2009","Monday","September","21","10:00 PM","Western Conference Semifinals","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ","6896"
"3028","2009","Wednesday","September","23","8:00 PM","Eastern Conference Finals","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI","7214"
"3029","2009","Wednesday","September","23","10:00 PM","Western Conference Finals","Los Angeles Sparks","Phoenix Mercury","Pauley Pavilion","LosAngeles","CA","6389"
"3030","2009","Friday","September","25","7:00 PM","Eastern Conference Finals","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN","9210"
"3031","2009","Friday","September","25","10:00 PM","Western Conference Finals","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ","7628"
"3032","2009","Saturday","September","26","7:00 PM","Eastern Conference Finals","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN","18165"
"3033","2009","Saturday","September","26","10:00 PM","Western Conference Finals","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ","7226"
"3034","2009","Tuesday","September","29","9:00 PM","Finals","Phoenix Mercury","Indiana Fever","US Airways Center","Phoenix","AZ","11617"
"3035","2009","Thursday","October","1","9:00 PM","Finals","Phoenix Mercury","Indiana Fever","US Airways Center","Phoenix","AZ","16758"
"3036","2009","Sunday","October","4","4:00 PM","Finals","Indiana Fever","Phoenix Mercury","Conseco Fieldhouse","Indianapolis","IN","18165"
"3037","2009","Wednesday","October","7","3:00 AM","Finals","Indiana Fever","Phoenix Mercury","Conseco Fieldhouse","Indianapolis","IN","18165"
"3038","2009","Friday","October","9","9:00 PM","Finals","Phoenix Mercury","Indiana Fever","US Airways Center","Phoenix","AZ","17313"
"3039","2010","Saturday","May","15","2:00 PM","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ","14772"
"3040","2010","Saturday","May","15","11:00 AM","Regular season","Connecticut Sun","Chicago Sky","Mohegan Sun Arena","Uncasville","CT","8072"
"3041","2010","Saturday","May","15","7:00 PM","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN","9752"
"3042","2010","Saturday","May","15","8:00 PM","Regular season","Tulsa Shock","Minnesota Lynx","BOK Center","Tulsa","OK","7806"
"3043","2010","Saturday","May","15","8:00 PM","Regular season","San Antonio Silver Stars","Atlanta Dream","AT&T Center","San Antonio","TX","9409"
"3044","2010","Sunday","May","16","4:00 PM","Regular season","New York Liberty","Chicago Sky","Madison Square Garden","New York","NY","12088"
"3045","2010","Sunday","May","16","7:00 PM","Regular season","Atlanta Dream","Indiana Fever","Philips Arena","Atlanta","GA","7337"
"3046","2010","Sunday","May","16","7:00 PM","Regular season","Minnesota Lynx","Washington Mystics","Target Center","Minneapolis","MN","9985"
"3047","2010","Sunday","May","16","9:00 PM","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA","9686"
"3048","2010","Wednesday","May","19","10:00 PM","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA","6687"
"3049","2010","Thursday","May","20","8:00 AM","Regular season","Tulsa Shock","San Antonio Silver Stars","BOK Center","Tulsa","OK","4636"
"3050","2010","Friday","May","21","7:00 PM","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC","10158"
"3051","2010","Friday","May","21","7:00 PM","Regular season","Atlanta Dream","Connecticut Sun","Philips Arena","Atlanta","GA","4092"
"3052","2010","Saturday","May","22","8:00 PM","Regular season","Chicago Sky","Indiana Fever","Allstate Arena","Chicago","IL","6477"
"3053","2010","Saturday","May","22","8:00 PM","Regular season","San Antonio Silver Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX","7862"
"3054","2010","Saturday","May","22","10:00 PM","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ","10144"
"3055","2010","Sunday","May","23","3:00 PM","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT","7614"
"3056","2010","Sunday","May","23","4:00 PM","Regular season","New York Liberty","Atlanta Dream","Madison Square Garden","New York","NY","9548"
"3057","2010","Sunday","May","23","6:00 PM","Regular season","Indiana Fever","Chicago Sky","Conseco Fieldhouse","Indianapolis","IN","7665"
"3058","2010","Sunday","May","23","7:00 PM","Regular season","Minnesota Lynx","Tulsa Shock","Target Center","Minneapolis","MN","6822"
"3059","2010","Tuesday","May","25","7:00 PM","Regular season","Tulsa Shock","Phoenix Mercury","BOK Center","Tulsa","OK","4100"
"3060","2010","Tuesday","May","25","10:00 PM","Regular season","Seattle Storm","Washington Mystics","KeyArena","Seattle","WA","6612"
"3061","2010","Thursday","May","27","3:00 AM","Regular season","Connecticut Sun","Minnesota Lynx","Mohegan Sun Arena","Uncasville","CT","6401"
"3062","2010","Thursday","May","27","8:00 PM","Regular season","Chicago Sky","Seattle Storm","Allstate Arena","Chicago","IL","2923"
"3063","2010","Friday","May","28","8:00 PM","Regular season","San Antonio Silver Stars","New York Liberty","AT&T Center","San Antonio","TX","5293"
"3064","2010","Friday","May","28","10:00 PM","Regular season","Phoenix Mercury","Atlanta Dream","US Airways Center","Phoenix","AZ","7986"
"3065","2010","Friday","May","28","6:00 AM","Regular season","Los Angeles Sparks","Washington Mystics","Staples Center","Los Angeles","CA","13154"
"3066","2010","Saturday","May","29","8:00 PM","Regular season","Minnesota Lynx","Chicago Sky","Target Center","Minneapolis","MN","6129"
"3067","2010","Saturday","May","29","8:00 PM","Regular season","Tulsa Shock","Indiana Fever","BOK Center","Tulsa","OK","4005"
"3068","2010","Sunday","May","30","3:00 PM","Regular season","San Antonio Silver Stars","Seattle Storm","AT&T Center","San Antonio","TX","4924"
"3069","2010","Sunday","May","30","4:00 PM","Regular season","Washington Mystics","Connecticut Sun","Verizon Center","Washington","DC","8602"
"3070","2010","Sunday","May","30","8:00 PM","Regular season","Los Angeles Sparks","Atlanta Dream","Staples Center","Los Angeles","CA","8404"
"3071","2010","Tuesday","June","1","3:00 AM","Regular season","Minnesota Lynx","Phoenix Mercury","Target Center","Minneapolis","MN","6854"
"3072","2010","Tuesday","June","1","5:00 AM","Regular season","Seattle Storm","Atlanta Dream","KeyArena","Seattle","WA","7586"
"3073","2010","Thursday","June","3","7:00 PM","Regular season","Indiana Fever","San Antonio Silver Stars","Conseco Fieldhouse","Indianapolis","IN","7574"
"3074","2010","Friday","June","4","7:00 PM","Regular season","Atlanta Dream","Chicago Sky","Philips Arena","Atlanta","GA","5655"
"3075","2010","Friday","June","4","3:00 AM","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT","6493"
"3076","2010","Friday","June","4","8:00 PM","Regular season","Tulsa Shock","Minnesota Lynx","BOK Center","Tulsa","OK","4521"
"3077","2010","Friday","June","4","10:00 PM","Regular season","Phoenix Mercury","Los Angeles Sparks","US Airways Center","Phoenix","AZ","6485"
"3078","2010","Saturday","June","5","7:00 PM","Regular season","Washington Mystics","Atlanta Dream","Verizon Center","Washington","DC","8986"
"3079","2010","Saturday","June","5","7:00 PM","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN","8090"
"3080","2010","Saturday","June","5","8:00 PM","Regular season","Chicago Sky","Tulsa Shock","Allstate Arena","Chicago","IL","4549"
"3081","2010","Saturday","June","5","11:00 PM","Regular season","Los Angeles Sparks","Seattle Storm","Home Depot Center Tennis Stadium","Carson","CA","6026"
"3082","2010","Sunday","June","6","1:00 PM","Regular season","Connecticut Sun","San Antonio Silver Stars","Mohegan Sun Arena","Uncasville","CT","6292"
"3083","2010","Sunday","June","6","7:00 PM","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN","6444"
"3084","2010","Sunday","June","6","9:00 PM","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA","7827"
"3085","2010","Tuesday","June","8","8:00 PM","Regular season","Chicago Sky","New York Liberty","Allstate Arena","Chicago","IL","2408"
"3086","2010","Tuesday","June","8","6:00 AM","Regular season","Los Angeles Sparks","Phoenix Mercury","Staples Center","Los Angeles","CA","7993"
"3087","2010","Thursday","June","10","10:00 PM","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ","5506"
"3088","2010","Friday","June","11","3:00 AM","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT","7603"
"3089","2010","Friday","June","11","3:00 AM","Regular season","New York Liberty","Atlanta Dream","Madison Square Garden","New York","NY","8332"
"3090","2010","Friday","June","11","8:00 PM","Regular season","San Antonio Silver Stars","Tulsa Shock","AT&T Center","San Antonio","TX","7076"
